Nomor laporan,Keterangan Laporan,Foto Laporan,Status laporan,Tanggal lapor,Tanggal ditindaklanjuti,Kategori,Lat,Lng,Kelurahan,Kecamatan,Kota,Provinsi,Day,,,
944554061826625538,@DatuakPanduko @TMCPoldaMetro @DishubDKI_JKT @sandiuno yg bikin macet tanah abang parkir liar oleh preman di trotoar dan bahu jalan. Cek aja,http://twitter.com/fifa_fifi88/status/944554061826625538,wait,23/12/2017,,Parkir Liar,,,,,,,Friday,,,
943805952138002432,"@sandiuno @bambangelf Trotoar tenabang terlalu lebar,d jarah sama parkir liar dan PKL,pejalan kaki ttp tumpah k bdn jln,coba liat d bawah jmbtn blok C!!",http://twitter.com/randuasri1704/status/943805952138002432,wait,21/12/2017,,Parkir Liar,,,,,,,Saturday,,,
943714494269636609,"@topelucky @DKIJakarta @PolPPJakPus Memang saya rasakan tenabang ke belakang ini agak tambah semrawut,trotoar terlalu lebar jadi tmpat parkir liar dan PKL,saya rutin k tenabang",http://twitter.com/randuasri1704/status/943714494269636609,wait,21/12/2017,,Parkir Liar,,,,,,,Sunday,,,
943461200360235011,"@okezonenews Ngapaiin konsep segara ikuti cara Gubernur yg lama sdh benar ,trotoar anti pkl dan parkir liar",http://twitter.com/macan_jaya/status/943461200360235011,wait,20/12/2017,,Parkir Liar,,,,,,,Monday,,,
943334486082699264,"kog PKL jd merajalela di trotoar, termsk parkir liar, kpn trotoar jd surganya pejalan kaki di Jkt? @qluesmartcity",http://twitter.com/Binahelpi/status/943334486082699264,wait,20/12/2017,,Parkir Liar,,,,,,,Tuesday,,,
943114396879880193,"#MATATHAMRIN Ratusan motor dan puluhan mobil terciduk parkir liar di areal trotoar Apartemen Kalibata City

Trotoar buat pejalan kaki kali, malah dijadiin tempat parkir, huft... #OZAFTERHOURS https://t.co/hJUvejuS4c",http://twitter.com/OZRadioJakarta/status/943114396879880193,wait,19/12/2017,,Parkir Liar,,,,,,,Wednesday,,,
941555430232285184,"@JSCLounge @DKIJakarta @qluesmartcity Wah, keren! Kapan2 mau coba lapor ah, banyak banget di Jakarta Parkir Liar (bahu/badan jalan, di trotoar, dll) suka bikin macet dan ganggun kepentingan pejalan kaki.",http://twitter.com/Fernan_Kuv/status/941555430232285184,wait,15/12/2017,,Parkir Liar,,,,,,,Thursday,,,
936511410900582400,"Selain menyambut Asian Games 2018, penataan ulang trotoar ini dilakukan dalam rangka mengembalikan hak-hak pejalan kaki di trotoar Ibu Kota yang sebagian besar saat ini dikuasai parkir liar, PKL dan kendaraan bermotor.",http://twitter.com/mrtjakarta/status/936511410900582400,wait,01/12/2017,,Parkir Liar,,,,,,,Friday,,,
935666516644597760,"https://t.co/rK8a5BLkXk
Sedikit cerita kondisi trotoar Mampang yg hilang direbut pedagang, parkir liar dan pemotor. @B2WIndonesia",http://twitter.com/inalinside/status/935666516644597760,wait,29/11/2017,,Parkir Liar,,,,,,,Saturday,,,
933884556683259906,"""Kita kan rakyat kecil. Jangan beginilah.""

Pak, kalau Bapak bangun rumah di bantaran kali atau jualan di trotoar atau parkir liar di pinggir jalan,

Itu kalau pake hati nurani ngga salah ya berarti?",http://twitter.com/cindjasmine/status/933884556683259906,wait,24/11/2017,,Parkir Liar,,,,,,,Sunday,,,
932974713189441536,"@Tony_Harto @aniesbaswedan @DKIJakarta @JSCLounge @sandiuno 1 macet karna pejalan kaki
2 parkir liar gk apa""yg penting aman 
3 sampah kotor di mana""..sudah bayar iuran/pungli kebersihan blm
4 fasilitas pejalan kaki tertutup.gk apa""sering""istifar aj yg penting bsa lewat
5 pkl mmnuhi trotoar sampae kpn ampem..besok bby selamat menikmati",http://twitter.com/Mangil11/status/932974713189441536,wait,21/11/2017,,Parkir Liar,,,,,,,Monday,,,
932492594965233664,@Tony_Harto @aniesbaswedan @DKIJakarta @JSCLounge @sandiuno Hahahaha.. Macet ya.. Tapi gak separah lalu.. Thanks satpol pp dan disub yg selalu stay di Tanah abang.  Parkir liar dan pkl udah bagus hampir gak ada.  Cuma (tukang angkut pake troli dan para pembeli)  masih suka main main dijalan.. Trotoar udah ada kok. Thx,http://twitter.com/buce_nuryakin/status/932492594965233664,wait,20/11/2017,,Parkir Liar,,,,,,,Tuesday,,,
932445383279525888,"@aniesbaswedan @DKIJakarta @JSCLounge Lapor @DKIJakarta n @aniesbaswedan n @sandiuno di Tanah Abang
1. Macet
2. Parkir liar
3. Sampah, kotor di mana2
4. Fasilitas pejalan kaki tertutup
5. PKL memenuhi Trotoar
Sampai kapan nih ???",http://twitter.com/Tony_Harto/status/932445383279525888,wait,20/11/2017,,Parkir Liar,,,,,,,Wednesday,,,
930393362460442627,Cantiknya Surabaya di tangan Bu Risma dan makin bobroknya Jakarya ditangan Gaberner https://t.co/GOwTIo3DR2,http://twitter.com/opini_saya/status/930393362460442627,wait,14/11/2017,,Parkir Liar,,,,,,,Thursday,,,
929854162585534464,"Tak Seperti di Jakarta, Trotoar Surabaya Bebas PKL dan Parkir Liar https://t.co/trWS2aMvDX",http://twitter.com/reginaldrondeel/status/929854162585534464,wait,12/11/2017,,Parkir Liar,,,,,,,Friday,,,
929656614910439425,Salut untuk bu Risma ????https://t.co/h79b80ZF8F,http://twitter.com/willytrisna/status/929656614910439425,wait,12/11/2017,,Parkir Liar,,,,,,,Saturday,,,
929360674685198336,"Ah ngawur kota ini

Kok gak dipergunakan untuk roda dua bermotor? Hak PKL mana? Atlet mau atraksi ada tempatnya gak? #Eh

https://t.co/0uoZ5HbtQb",http://twitter.com/erikarlebang/status/929360674685198336,wait,11/11/2017,,Parkir Liar,,,,,,,Sunday,,,
929333453740392448,"Ini bener banget. Pagi2 nyari makanan di sepanjang jalan di Surabaya susah bener, karena emang nda ada PKL... https://t.co/EzajKarlHh",http://twitter.com/davidok7/status/929333453740392448,wait,11/11/2017,,Parkir Liar,,,,,,,Monday,,,
929261354606891010,"Jika sudah bebas PKL, bisa dijadikan jalan khusus motor dong seperti di Jakarta? https://t.co/T4IVvS2ZJe",http://twitter.com/BengkelReklame/status/929261354606891010,wait,11/11/2017,,Parkir Liar,,,,,,,Tuesday,,,
929242353763631104,"Tak Seperti di Jakarta, Trotoar Surabaya Bebas PKL dan Parkir Liar https://t.co/EFQYxmxxzU",http://twitter.com/kurakurapunk/status/929242353763631104,wait,11/11/2017,,Parkir Liar,,,,,,,Wednesday,,,
928960178409447424,Surabaya walikotanya dari PDI ya ini... https://t.co/sA4glOZPXF,http://twitter.com/Anton_djakarta/status/928960178409447424,wait,10/11/2017,,Parkir Liar,,,,,,,Thursday,,,
928427310448967680,"Masa keemasan premanisasi, bedagang di trotoar, parkir liar, gubuk2 liar di bantaran sungai, mungkin inilah yg di maksud @aniesbaswedan @sandiuno teratur kotanya dan bahagia warganya.....selamat",http://twitter.com/Yaspayelunggam1/status/928427310448967680,wait,09/11/2017,,Parkir Liar,,,,,,,Friday,,,
927762991155634177,"@kompascom Guna ny ada trotoar itu untuk pejalan kaki pak, bukan buat parkir atau para pkl liar.",http://twitter.com/Jully_yanni/status/927762991155634177,wait,07/11/2017,,Parkir Liar,,,,,,,Saturday,,,
927715961875992576,"Pejalan kaki nya turun ke aspal krn di trotoar penuh PKL dan p
Parkir Liar menyebabkan arus laju kendaraan jd lambat dan akhirnya Macet. https://t.co/Td4dzBHiA7",http://twitter.com/andrihasmansyah/status/927715961875992576,wait,07/11/2017,,Parkir Liar,,,,,,,Sunday,,,
927517756680945664,@Lel4ki_Cadan8an Fix dengan ini trotoar sudah dialih fungsikan jadi tempat PKL dan parkir liar ??,http://twitter.com/Mohammadelakbar/status/927517756680945664,wait,06/11/2017,,Parkir Liar,,,,,,,Monday,,,
927453545208655873,"Parkir liar motor"" diangkut jgn coba"" parkir sembarangan di bahu jalan atau trotoar kalau tidak mau kena razia... https://t.co/KONAnzxdyY",http://twitter.com/wawanmallio/status/927453545208655873,wait,06/11/2017,,Parkir Liar,,,,,,,Tuesday,,,
927315107679428608,Sayang kalau trotoar dibangun untuk pejalan kaki dimonopoli oleh PKL dan parkir liar. https://t.co/vc3mTbuSk5,http://twitter.com/adeair/status/927315107679428608,wait,05/11/2017,,Parkir Liar,,,,,,,Wednesday,,,
926688554297651200,"@Metro_TV Membuat hati sebagian org berbunga,  tapi akan pahit kemudian,  bagaimana pun Pkl ga bs di trotoar dan Parkir liar..",http://twitter.com/voicetheboro/status/926688554297651200,wait,04/11/2017,,Parkir Liar,,,,,,,Thursday,,,
926087992925609986,@PolPPDepok @IdrisAShomad @pemkotdepok Pak tolong tertibkan pkl dan parkir liar sepanjang trotoar  sore dan malam hari selamat datang depok margonda raya dan depok lain.,http://twitter.com/YudhaAtom30/status/926087992925609986,wait,02/11/2017,,Parkir Liar,,,,,,,Friday,,,
924214820777447424,"Salah satu trotoar di Kota Kuala Lumpur, Malaysia bersih tanpa ada yang parkir liar karena denda… https://t.co/EGiFIC40fc",http://twitter.com/WarungJurnalis/status/924214820777447424,wait,28/10/2017,,Parkir Liar,,,,,,,Saturday,,,
923484619084742656,Parkir Liar dan PKL Menjajah Trotoar Ibu Kota https://t.co/ltpuf9IjFy https://t.co/BVR9mKJavS,http://twitter.com/sonardi_robin/status/923484619084742656,wait,26/10/2017,,Parkir Liar,,,,,,,Sunday,,,
923391096981307392,penertiban PKL liar dan Parkir liar di Kegiatan Bulan tertib Trotoar Wilayah Kelapa Gading @SatpolPP_Prov @SatpolPP_Utara https://t.co/ram7UkEgoC,http://twitter.com/SatpolPPGading/status/923391096981307392,wait,26/10/2017,,Parkir Liar,,,,,,,Monday,,,
923352502111576065,Parkir Liar dan PKL Menjajah Trotoar Ibu Kota https://t.co/6AILIudbVc https://t.co/ogOUdmhmXu,http://twitter.com/JombloTermuda/status/923352502111576065,wait,26/10/2017,,Parkir Liar,,,,,,,Tuesday,,,
923351920529498117,Parkir Liar dan PKL Menjajah Trotoar Ibu Kota   https://t.co/AhCYyaVfXI,http://twitter.com/WargaJayaRaya/status/923351920529498117,wait,26/10/2017,,Parkir Liar,,,,,,,Wednesday,,,
923350666080165888,"https://t.co/Ye3o8E3Q2P yang baik itu lama, penghancurannya cukup beberapa menit",http://twitter.com/DSimarmata/status/923350666080165888,wait,26/10/2017,,Parkir Liar,,,,,,,Thursday,,,
922163600940326913,PEMANDANGAN PARKIR LIAR MEMENUHI TROTOAR di jln ahmad yani semarang: https://t.co/R8kZeffnQa via @YouTube,http://twitter.com/rarassriwijaya1/status/922163600940326913,wait,22/10/2017,,Parkir Liar,,,,,,,Friday,,,
920415348066832384,Saya menambahkan video ke playlist @YouTube https://t.co/se1vWqG1N1 PEMANDANGAN PARKIR LIAR !!! MEMENUHI TROTOAR di jln ahmad yani,http://twitter.com/rarassriwijaya1/status/920415348066832384,wait,17/10/2017,,Parkir Liar,,,,,,,Saturday,,,
920411232376586241,PEMANDANGAN PARKIR LIAR !!! MEMENUHI TROTOAR di jln ahmad yani semarang: https://t.co/se1vWqG1N1 via @YouTube,http://twitter.com/rarassriwijaya1/status/920411232376586241,wait,17/10/2017,,Parkir Liar,,,,,,,Sunday,,,
920399696186826752,PEMANDANGAN PARKIR LIAR !!! MEMENUHI TROTOAR di jln ahmad yani semarang: https://t.co/9JXwPJyc2f via @YouTube,http://twitter.com/rarassriwijaya1/status/920399696186826752,wait,17/10/2017,,Parkir Liar,,,,,,,Monday,,,
919540048977993728,"Report parkir liar di trotoar di @qluesmartcity , eh di TL pas hari libur...ya mana ada yg parkir di hari libur. Suka lucu ini yg TL",http://twitter.com/denztyo/status/919540048977993728,wait,15/10/2017,,Parkir Liar,,,,,,,Tuesday,,,
918699896806424577,Ketua Presidium ITW menilai pelebaran trotoar hanya akan memberi kesempatan tumbuhnya parkir liar. https://t.co/f7W9nR5a3z,http://twitter.com/apriliadewita/status/918699896806424577,wait,13/10/2017,,Parkir Liar,,,,,,,Wednesday,,,
918697755660316678,Ketua Presidium ITW menilai pelebaran trotoar hanya akan memberi kesempatan tumbuhnya parkir liar. https://t.co/Qiz5RO4PnO,http://twitter.com/akuratco/status/918697755660316678,wait,13/10/2017,,Parkir Liar,,,,,,,Thursday,,,
917229175630475264,"@KenFauzy @gabrielyoga @trotoarian @DKIJakarta @jokowi Lebih urgent itu ""menolak keras"" parkir liar dan kendaraan bermotor di trotoar, dan menertibkan (bukan menolak keras) PKL",http://twitter.com/penyejuk_hati_/status/917229175630475264,wait,09/10/2017,,Parkir Liar,,,,,,,Friday,,,
916316559014088704,Trotoar di Ciracas Bebas PKL dan Parkir Liar https://t.co/iFaa3GcF2W https://t.co/YOIfve7gsE,http://twitter.com/ApartmentHouse7/status/916316559014088704,wait,06/10/2017,,Parkir Liar,,,,,,,Saturday,,,
916302830943723521,"Motor2 banyak yang parkir liar, pedagang pecel lele baik ke trotoar. Jakarta ga ada jaim2nya sama gubernur baru.",http://twitter.com/gretoisme/status/916302830943723521,wait,06/10/2017,,Parkir Liar,,,,,,,Sunday,,,
916245288716713984,Foto: Asyik! Trotoar di Ciracas Bebas PKL dan Parkir Liar https://t.co/vCP9tCg4Bi https://t.co/SvZ8DTPo1a,http://twitter.com/detik_foto/status/916245288716713984,wait,06/10/2017,,Parkir Liar,,,,,,,Monday,,,
916235658183663616,Asyik! Trotoar di Ciracas Bebas PKL dan Parkir Liar https://t.co/jrcQwpfTyg https://t.co/7nOCUc2tLm,http://twitter.com/detik_foto/status/916235658183663616,wait,06/10/2017,,Parkir Liar,,,,,,,Tuesday,,,
916232920636981248,Asyik! Trotoar di Ciracas Bebas PKL dan Parkir Liar https://t.co/fXFrmGWrLi,http://twitter.com/_wistu/status/916232920636981248,wait,06/10/2017,,Parkir Liar,,,,,,,Wednesday,,,
914857761992728576,"Di mana banyak pegawai kantoran yang memanfaatkan trotoar sebagai tempat parkir motor, diperparah dengan adanya PKL dan parkir liar. https://t.co/GYuuYAvHjO",http://twitter.com/mrtjakarta/status/914857761992728576,wait,02/10/2017,,Parkir Liar,,,,,,,Thursday,,,
961640817281527810,"Setelah Fasilitasi PKL, Kini Pemprov DKI Bangun Dan Revitalisasi Seluruh Trotoar Di Jakarta Untuk Pejalan Kaki https://t.co/bt7S5fD4qV",http://twitter.com/FawzyHolil/status/961640817281527810,wait,08/02/2018,,Kaki Lima Liar,,,,,,,Friday,,,
961624239894806528,"@DKIJakarta @BinaMargaDKI @trotoarian @JakartaTourism Min gw mau tanya apa sih fungsi trotoar
1. Buat jualan pkl
2. Buat naruh tenda 
3. Apa buat ladang preman

COBA TANYA GUBERNUR MU...",http://twitter.com/takiyagenjey/status/961624239894806528,wait,07/02/2018,,Kaki Lima Liar,,,,,,,Saturday,,,
961607676730814466,"@kartikaerin Iyaaa yaah. abisan kadang suka mikir, pasti temen temen difabel jg pen ngerasain hiburan sesimpel nonton bioskop, nonton konser dsb. 

tapi kalo inget pemandu di trotoar buat tunanetra aja dipake pkl, kayanya yg begituan mah kejauhan. wk",http://twitter.com/bimofndrk/status/961607676730814466,wait,07/02/2018,,Kaki Lima Liar,,,,,,,Sunday,,,
961497596232634368,@BinaMargaDKI @umenumen @DKIJakarta @trotoarian @SudinBMJaktim Trotoar tanah abang yg semrawut oleh PKL krna Peraturan anies sudah diberesin??,http://twitter.com/PKSLiberal/status/961497596232634368,wait,02/02/2018,,Kaki Lima Liar,,,,,,,Monday,,,
961459779703996416,walking in the rain ??  ~ trima kasih sudah bikinin trotoar lebar nyaman buat jalan kaki smuga tengahna dibikin taman yg cakep jgn buka pkl yah ?? 3 km saza saya jalan bolakbalik ditengah ujan angin parah >_<; https://t.co/nFnN5pecEr,http://twitter.com/Hikkiee/status/961459779703996416,wait,01/02/2018,,Kaki Lima Liar,,,,,,,Tuesday,,,
961457580051636225,@DKIJakarta @BinaMargaDKI @trotoarian Trotoar da bagus di buat eeealaaah malah buat PKL.. keberpihakan menclek..,http://twitter.com/ety89yoyo/status/961457580051636225,wait,29/01/2018,,Kaki Lima Liar,,,,,,,Wednesday,,,
961429434900168709,@ngabdul @prastow @mantriss Kalau soal Blok G harus tahu dulu kalau bangunannya cuma diisi di lt 1. PKL juga dah lama jualan di trotoar dan jembatan depan blok g. Kebetulan saya punya client daerah sana. Jadi dah sering lihat dari dulu. Revitalisasi blok G ide bagus,http://twitter.com/codernubie/status/961429434900168709,wait,26/01/2018,,Kaki Lima Liar,,,,,,,Thursday,,,
961412665888288768,@JSCLounge @DKIJakarta Mari jaga trotoar supaya tetap banyak PKL nya?? #jagatrotoar,http://twitter.com/Deemarvell/status/961412665888288768,wait,26/01/2018,,Kaki Lima Liar,,,,,,,Friday,,,
961408204017090560,@DKIJakarta @BinaMargaDKI @trotoarian Selamat buat pkl trotoar nya bentar lg kelar siap buka lapak lg,http://twitter.com/the2nhm/status/961408204017090560,wait,24/01/2018,,Kaki Lima Liar,,,,,,,Saturday,,,
961264204324876289,"@wufaliang @pandji @Reenaisanz Itu sebenarnya juga jadi sumber inspirasi buat @pandji 
Kalau materi, PASTI Panji menolak karena dia sdh Makmur.  Maka sang Gub menyumbang ide2 kreatif sbg inspirasi... miss. Jalan Raya ditutup utk PKL, trotoar digunakan bukan utk pejalan kaki, depe 0 rupiah utk gaji 7 JT.  ????",http://twitter.com/EAndesla/status/961264204324876289,wait,22/01/2018,,Kaki Lima Liar,,,,,,,Sunday,,,
961239576663568385,@DKIJakarta @BinaMargaDKI @trotoarian Mari dijaga trotoar kita yang nantinya dipakai untuk parkir motor dan pkl... Lumayan 100km nambah penghasilan berapa banyak orang tuh ??,http://twitter.com/teguhgan/status/961239576663568385,wait,19/01/2018,,Kaki Lima Liar,,,,,,,Monday,,,
961194946614067200,"@DKIJakarta @BinaMargaDKI @trotoarian Percuma d besar2in trotoar, ujung2nya buat PKL berjualan...terus pedestrian tiada space, terpaksa jalan d pinggir jalan raya, tiba2 mobil lagi ada masalah terus tertabrak lah pejalan kaki itu, pertanyaanya salah siapa tuh @DKIJakarta",http://twitter.com/AndreasSiwabes2/status/961194946614067200,wait,17/01/2018,,Kaki Lima Liar,,,,,,,Tuesday,,,
961176669066207232,"Trotoar, kamu rapi, cantik, tapi blm tau akan bertahan sampai kapan. Nggak tau klo malam, mungkin penuh sama PKL yg berjualan.

IF: #TrotoarKita Stasiun jatinegara-bypass.
@trotoarian https://t.co/jmsncWgIbQ",http://twitter.com/EkoGoro/status/961176669066207232,wait,17/01/2018,,Kaki Lima Liar,,,,,,,Wednesday,,,
961172172579381248,@DKIJakarta @BinaMargaDKI @trotoarian Trotoar dibuat bagus2 malah dipake sama PKL liar ????,http://twitter.com/arindraaa/status/961172172579381248,wait,15/01/2018,,Kaki Lima Liar,,,,,,,Thursday,,,
961152554208976896,"@Metro_TV Gubernur dan wakilnya Alergi dg sebutan Normalisasi , lbh baik merubah Fungsi jalan dan Trotoar demi PKL .",http://twitter.com/Ariefkasam2/status/961152554208976896,wait,12/01/2018,,Kaki Lima Liar,,,,,,,Friday,,,
961122785786462208,"@DKIJakarta @Kawal_JKT @BinaMargaDKI @trotoarian Fungsi trotoar harus dikembalikan juga, jangan dipakai unk PKL atau parkiran. Jangan asal bikin, jalur kuning unk tunanetra jangan “dipentokin” ke tiang listrik. bikin “Bulan Tertib Trotor” lagi @aniesbaswedan @sandiuno",http://twitter.com/raeraysmax/status/961122785786462208,wait,12/01/2018,,Kaki Lima Liar,,,,,,,Saturday,,,
961115085526749187,Cailah mari berjalan kaki dan jaga trotoar banget nih ajakannya? Pffft....PKL...pffft..Talk to my hand https://t.co/y19L80xMYU,http://twitter.com/mobismo/status/961115085526749187,wait,11/01/2018,,Kaki Lima Liar,,,,,,,Sunday,,,
961081921827520512,"Akses pejalan kaki di sebelah utara Stasiun Sudirman pun tidak jauh beda kondisinya, padahal ini berada di jalan protokol. Trotoar yang terbilang cukup sempit ditambah pot yang terpasang di pagar yang mengurangi kenyamanan dan lagi-lagi pejalan kaki harus berbagi dengan PKL https://t.co/7jztbcQ93z",http://twitter.com/mrtjakarta/status/961081921827520512,wait,10/01/2018,,Kaki Lima Liar,,,,,,,Monday,,,
961040351510310913,"Terimakasih pak Gubernur, kami sdh bisa berjualan ?? https://t.co/Pi2JAWjRKp",http://twitter.com/jeksonallianz/status/961040351510310913,wait,04/01/2018,,Kaki Lima Liar,,,,,,,Tuesday,,,
960885133350862849,@liputan6dotcom Kalau ngak ada di trotoar ya ngak juga yg beli...Seharusnya pkl ditata di beri tempat...bukan di trotoar .,http://twitter.com/BennyDhillon/status/960885133350862849,wait,03/01/2018,,Kaki Lima Liar,,,,,,,Wednesday,,,
960833540890882048,"Payah gubernur @Gerindra @PKSejahtera @pandji skrng. Memburuk semuanya gak cuma tanah abang, trotoar dikuasai mafia PKL tp titik banjir malah nambah. @ https://t.co/Vjycm9AVtk",http://twitter.com/nyinyir404/status/960833540890882048,wait,02/01/2018,,Kaki Lima Liar,,,,,,,Thursday,,,
960635050940276736,Banjir DKI n segala kesemrawutan jalan sebagian besar disumbang oleh Jkt58??????lagian g apa2 banjir n jalan) trotoar sumpek ma PKL yg penting tiket surga dah dpt dari DKI 1_2 https://t.co/FaKkF1TJXA,http://twitter.com/murniatiginting/status/960635050940276736,wait,30/12/2017,,Kaki Lima Liar,,,,,,,Friday,,,
960526923972554753,Selamat buat orang Jakarta. https://t.co/u3xnGLwfuz,http://twitter.com/edhobinter/status/960526923972554753,wait,22/12/2017,,Kaki Lima Liar,,,,,,,Saturday,,,
960406717568729089,@satpolpptngkota @Kota_Tangerang trotoar di dalam UU Lalu lintas buat pejalan kaki bukan buat dagang tolong di bersihkan trotoar dari PKL,http://twitter.com/Lasdositombuk/status/960406717568729089,wait,22/12/2017,,Kaki Lima Liar,,,,,,,Sunday,,,
960188572002222080,"@anaman_08 @Baguskusumaadji @addiems Iya saya pulang kantor setiap hari lewat situ, dan pkl menuhin trotoar nya, mas nya sudirman sebelah mana kalau boleh tahu??",http://twitter.com/ruri_id/status/960188572002222080,wait,22/12/2017,,Kaki Lima Liar,,,,,,,Monday,,,
960187429561942021,"@kaykay21936246 @addiems Nggak kak, saya setiap hari lewat situ dan trotoar memang dipenuhi pkl",http://twitter.com/ruri_id/status/960187429561942021,wait,21/12/2017,,Kaki Lima Liar,,,,,,,Tuesday,,,
960186954871533570,"@cecd3bea6541414 @andryjoyosuyono @Kebluk_ID @addiems Wah, lewat sudirman aja nggak pernah udah bilang orang bohong dan hoax, mas saya lewat situ lo setiap hari, dan memang ada pkl menuhin trotoar",http://twitter.com/ruri_id/status/960186954871533570,wait,21/12/2017,,Kaki Lima Liar,,,,,,,Wednesday,,,
959975834760065025,"@P3nj3l4j4h And sih ngarepin Kapolda\Kapolri brani juga buka tuh jalan n trotoar yg di tutup u\ PKL n ada warga n pengacara yg PTUN in gabwagab yg melanggar UU, Perda DLL kayak Menko @LuhutBinsar",http://twitter.com/DewantoroHelen/status/959975834760065025,wait,18/12/2017,,Kaki Lima Liar,,,,,,,Thursday,,,
959922676553822211,"TEORI EKONOMI APA INI? PKL ADA DI TROTOAR KARNA ADA YANG BELI? Analoginya PSK di pinggir jalan karna ada yang beli. Korupsi terjadi karna ada Peluang.  Becak di jalan raya krn ada penumpang. So REGULASI tidak diterapkan begitu? Anda kan regulator @Sandiuno
https://t.co/iUbQ0j31fu",http://twitter.com/tikasinaga/status/959922676553822211,wait,13/12/2017,,Kaki Lima Liar,,,,,,,Friday,,,
959792359637532677,PKL yang Okupasi Trotoar Sudirman Akan Direlokasi - https://t.co/M2yZNyvIBy https://t.co/bKhMMI90Ta https://t.co/DHYixwTyB9,http://twitter.com/yukay_hn_vamps/status/959792359637532677,wait,10/12/2017,,Kaki Lima Liar,,,,,,,Saturday,,,
959700916445368320,Laporan tvOne Terkait Maraknya PKL Berdagang di Trotoar Jalan https://t.co/uamLQPKOjB visit #BeritaKekinianBanget #BKB #RameDiTwitter #SatuHariNanti #DGITM,http://twitter.com/digiOneviva/status/959700916445368320,wait,08/12/2017,,Kaki Lima Liar,,,,,,,Sunday,,,
959700768201744384,[VIDEO] Penertiban PKL Yang Menjamur di Trotoar Jakarta https://t.co/hmphJYygrk,http://twitter.com/VIVAcoid/status/959700768201744384,wait,23/11/2017,,Kaki Lima Liar,,,,,,,Monday,,,
959692413672480768,"@detikcom Bukan alasan yg tepat ,klo hanya karena itu lalu Trotoar jd lapak PKL ,",http://twitter.com/Ariefkasam2/status/959692413672480768,wait,21/11/2017,,Kaki Lima Liar,,,,,,,Tuesday,,,
959691290421223425,Sandiaga: PKL Berjualan di Trotoar Sudirman karena Renovasi Pasar Benhil: Sandiaga… https://t.co/EnTL1jdjXf,http://twitter.com/_wistu/status/959691290421223425,wait,20/11/2017,,Kaki Lima Liar,,,,,,,Wednesday,,,
959684372193452033,Sandiaga: PKL Berjualan di Trotoar Sudirman karena Renovasi Pasar Benhil https://t.co/xVwT2i1FBG https://t.co/rOV53GRsco,http://twitter.com/detikcom/status/959684372193452033,wait,19/11/2017,,Kaki Lima Liar,,,,,,,Thursday,,,
959631941321437184,@TMCPoldaMetro Polri bisa gak tilang yg kasih ijin PKL jualan di trotoar/jalan raya?,http://twitter.com/adi_cdr/status/959631941321437184,wait,16/11/2017,,Kaki Lima Liar,,,,,,,Friday,,,
959627587982057473,@sandiuno maaf pak wagub soal PKL di trotoar harusnya bisa ditertibkan bukan karna alasan pembeli pak terlalu naif dan sdh mewabah coba saja PKL diperkenankan jualan di setiap trotoar di jkt mk ini akan sgr terpenuhi ... https://t.co/loWxwvkCOD,http://twitter.com/latief_humam/status/959627587982057473,wait,16/11/2017,,Kaki Lima Liar,,,,,,,Saturday,,,
959444856522260482,"@kompascom Beuh coba ahok yg kepilih, trus reklamasi jalan terus, DKI bisa dapet 150T, 2 tahun juga kelar tuh stadion BMW 

Alexis Gg beneran ditutup, PKL di trotoar, Rumah Susun DP 0 Rp, trus apalagi ya :v wkwkwkwk",http://twitter.com/icigun/status/959444856522260482,wait,14/11/2017,,Kaki Lima Liar,,,,,,,Sunday,,,
959424653348388870,@Baguskusumaadji @4M4R4_gen2 @addiems Mang ada hubungan kk Ahok dg PKL trotoar ya?,http://twitter.com/KamFoengAnn/status/959424653348388870,wait,13/11/2017,,Kaki Lima Liar,,,,,,,Monday,,,
959401312625442817,"@RizmaWidiono Becak di ada kan lg Asiiik...setuju buangeet
PKL di trotoar...setuju buanget
PKL di tengah jln..setuju buangeeet
Pokok nya yg berbau merusak ok ok aja deh..yg penting seiman",http://twitter.com/Mangil11/status/959401312625442817,wait,11/11/2017,,Kaki Lima Liar,,,,,,,Tuesday,,,
959392324030644225,"Lewat fly over Mampang, gak sengaja nengok ke bawah. Itu kenapa di trotoar jadi banyak PKL ?????? Kirain cuma di Sudirman aja yg mengalami kemunduran.",http://twitter.com/SiOchoy/status/959392324030644225,wait,11/11/2017,,Kaki Lima Liar,,,,,,,Wednesday,,,
959386453804425221,"@billygerrardus @DKIJakarta @Uber @gojekindonesia @trotoarian Nah, kayanya ga cuma trotoar dan PKL nih yang ditata Bil, ojol2 juga perlu. Dimana2 semrawut gitu :(",http://twitter.com/theresiaaviladt/status/959386453804425221,wait,10/11/2017,,Kaki Lima Liar,,,,,,,Thursday,,,
959373103921901568,"@SuaraAnies Trotoar buat jualan apa buat pejalan kaki? kasih pmblaan untuk hal yg slah, aplgi dgn cnth yg keliru 

Klw mau jualan ya dsediain tmpt yg layak bkan hak pjalan kki diembt

Liat hsil'y imbas T. Abng, Trotoar di Sdirman sdah mlai pnuh o/ PKL, apkh ini yg dsbut maju kota'y ? #MIKIR",http://twitter.com/icigun/status/959373103921901568,wait,10/11/2017,,Kaki Lima Liar,,,,,,,Friday,,,
